0.0654757261,0.2621230125,1,50,SAT
0.0724595428,0.2390566587,1,50,SAT
0.0735944986,0.2356788556,1,50,SAT
0.0723226607,0.2316709638,1,50,SAT
0.0716459751,0.2334459829,1,50,SAT
0.0731427987,0.2294831554,1,50,SAT
0.0740589448,0.2297798668,1,50,SAT
0.0718915731,0.2239451379,1,50,SAT
0.0694407622,0.2147614744,1,50,SAT
0.0669217515,0.2082671165,1,50,SAT
0.0654582761,0.2059134288,1,50,SAT
0.0647469262,0.2067936718,1,50,SAT
0.0642899678,0.2073231624,1,50,SAT
0.0641847968,0.2067944884,1,50,SAT
0.0628618956,0.204325099,1,50,SAT
0.0622557148,0.2026127011,1,50,SAT
0.0620768898,0.2011482084,1,50,SAT
0.0613483853,0.1990389585,1,50,SAT
0.0605844385,0.1961475849,1,50,SAT
0.0598134208,0.194568696,1,50,SAT
0.0590012289,0.1922418208,1,50,SAT
0.0581263152,0.189498172,1,50,SAT
0.057569622,0.1878000311,1,50,SAT
0.0571275125,0.1862855226,1,50,SAT
0.0565662832,0.1849674044,1,50,SAT
0.0560597594,0.1837688501,1,50,SAT
0.0556341048,0.1828957487,1,50,SAT
0.0551856228,0.1820250085,1,50,SAT
0.0550105407,0.1810411363,1,50,SAT
0.0545843156,0.1800430775,1,50,SAT
0.0542420333,0.1791036421,1,50,SAT
0.0539450049,0.1779745571,1,50,SAT
0.0536588358,0.1774200057,1,50,SAT
0.053227614,0.1761058541,1,50,SAT
0.0529056038,0.1752114534,1,50,SAT
0.0527625481,0.1746291048,1,50,SAT
0.0524063645,0.1737763965,1,50,SAT
0.0521457352,0.1727092279,1,50,SAT
0.0520200436,0.1720685635,1,50,SAT
0.0517360377,0.1710645503,1,50,SAT
0.0516625317,0.1704622565,1,50,SAT
0.0515341043,0.1702856104,1,50,SAT
0.051386582,0.1696478212,1,50,SAT
0.051301786,0.1692543501,1,50,SAT
0.0511416631,0.168966625,1,50,SAT
0.0508977506,0.1681102608,1,50,SAT
0.0508405244,0.1677912195,1,50,SAT
0.0508683175,0.1672561576,1,50,SAT
0.0508879126,0.1673025735,1,50,SAT
0.0508613815,0.1673237534,1,50,SAT
0.0508480582,0.1671357688,1,50,SAT
